"","Buggy","Free"
"6224",0.496,0.504
"6225",0.024,0.976
"6226",0.048,0.952
"6227",0.508,0.492
"6228",0.048,0.952
"6229",0.366,0.634
"6230",0.05,0.95
"6231",0.48,0.52
"6232",0.264,0.736
"6233",0.102,0.898
"6234",0.142,0.858
"6235",0.026,0.974
"6236",0.018,0.982
"6237",0.224,0.776
"6238",0.058,0.942
"6239",0.09,0.91
"6240",0.112,0.888
"6241",0.154,0.846
"6242",0.462,0.538
"6243",0.446,0.554
"6244",0.118,0.882
"6245",0,1
"6246",0.152,0.848
"6247",0.144,0.856
"6248",0.026,0.974
"6249",0.058,0.942
"6250",0.058,0.942
"6251",0.362,0.638
"6252",0.072,0.928
"6253",0.126,0.874
"6254",0.328,0.672
"6255",0.036,0.964
"6256",0.34,0.66
"6257",0.006,0.994
"6258",0.052,0.948
"6259",0,1
"6260",0.018,0.982
"6261",0.002,0.998
"6262",0.034,0.966
"6263",0.046,0.954
"6264",0.054,0.946
"6265",0.22,0.78
"6266",0.004,0.996
"6267",0.072,0.928
"6268",0.388,0.612
"6269",0.386,0.614
"6270",0.704,0.296
"6271",0.346,0.654
"6272",0.466,0.534
"6273",0.294,0.706
"6274",0,1
"6275",0.03,0.97
"6276",0.106,0.894
"6277",0.06,0.94
"6278",0.002,0.998
"6279",0,1
"6280",0.016,0.984
"6281",0.174,0.826
"6282",0.11,0.89
"6283",0.24,0.76
"6284",0.666,0.334
"6285",0,1
"6286",0.074,0.926
"6287",0.16,0.84
"6288",0.006,0.994
"6289",0.176,0.824
"6290",0.094,0.906
"6291",0.54,0.46
"6292",0.018,0.982
"6293",0.736,0.264
"6294",0.026,0.974
"6295",0.042,0.958
"6296",0.616,0.384
"6297",0.146,0.854
"6298",0.008,0.992
"6299",0.226,0.774
"6300",0.64,0.36
"6301",0.014,0.986
"6302",0.238,0.762
"6303",0.076,0.924
"6304",0.05,0.95
"6305",0.166,0.834
"6306",0,1
"6307",0,1
"6308",0.918,0.082
"6309",0.048,0.952
"6310",0,1
"6311",0.032,0.968
"6312",0.018,0.982
"6313",0.252,0.748
"6314",0.226,0.774
"6315",0.356,0.644
"6316",0.102,0.898
"6317",0.198,0.802
"6318",0.012,0.988
"6319",0.028,0.972
"6320",0.338,0.662
"6321",0.082,0.918
"6322",0.026,0.974
"6323",0.184,0.816
"6324",0.09,0.91
"6325",0.008,0.992
"6326",0.046,0.954
"6327",0.228,0.772
"6328",0.406,0.594
"6329",0.174,0.826
"6330",0.8,0.2
"6331",0.262,0.738
"6332",0.248,0.752
"6333",0.548,0.452
"6334",0.81,0.19
"6335",0,1
"6336",0.124,0.876
"6337",0.074,0.926
"6338",0.042,0.958
"6339",0.018,0.982
"6340",0.044,0.956
"6341",0.104,0.896
"6342",0.026,0.974
"6343",0.024,0.976
"6344",0,1
"6345",0.134,0.866
"6346",0.316,0.684
"6347",0.08,0.92
"6348",0.062,0.938
"6349",0.012,0.988
"6350",0.208,0.792
"6351",0.026,0.974
"6352",0.226,0.774
"6353",0.08,0.92
"6354",0,1
"6355",0.046,0.954
"6356",0.092,0.908
"6357",0.43,0.57
"6358",0.386,0.614
"6359",0.364,0.636
"6360",0.376,0.624
"6361",0.012,0.988
"6362",0.056,0.944
"6363",0.216,0.784
"6364",0.012,0.988
"6365",0.008,0.992
"6366",0.44,0.56
"6367",0.012,0.988
"6368",0.05,0.95
"6369",0.646,0.354
"6370",0.082,0.918
"6371",0.118,0.882
"6372",0.316,0.684
"6373",0.03,0.97
"6374",0.078,0.922
"6375",0.712,0.288
"6376",0.016,0.984
"6377",0.064,0.936
"6378",0,1
"6379",0.408,0.592
"6380",0.022,0.978
"6381",0.024,0.976
"6382",0.192,0.808
"6383",0.178,0.822
"6384",0.722,0.278
"6385",0.238,0.762
"6386",0.38,0.62
"6387",0.046,0.954
"6388",0.82,0.18
"6389",0.084,0.916
"6390",0.516,0.484
"6391",0.112,0.888
"6392",0.216,0.784
"6393",0.11,0.89
"6394",0.076,0.924
"6395",0,1
"6396",0.09,0.91
"6397",0.004,0.996
"6398",0.446,0.554
"6399",0.076,0.924
"6400",0.058,0.942
"6401",0.008,0.992
"6402",0,1
"6403",0.56,0.44
"6404",0.002,0.998
"6405",0.046,0.954
"6406",0,1
"6407",0.262,0.738
"6408",0.016,0.984
"6409",0.012,0.988
"6410",0.33,0.67
"6411",0.074,0.926
"6412",0.66,0.34
"6413",0.232,0.768
"6414",0.032,0.968
"6415",0.054,0.946
"6416",0.002,0.998
"6417",0.076,0.924
"6418",0.032,0.968
"6419",0.08,0.92
"6420",0.052,0.948
"6421",0.136,0.864
"6422",0.142,0.858
"6423",0.036,0.964
"6424",0.416,0.584
"6425",0.67,0.33
"6426",0.01,0.99
"6427",0.168,0.832
"6428",0.094,0.906
"6429",0.004,0.996
"6430",0.014,0.986
"6431",0.52,0.48
"6432",0.014,0.986
"6433",0.026,0.974
"6434",0.01,0.99
"6435",0.502,0.498
"6436",0.046,0.954
"6437",0,1
"6438",0.092,0.908
"6439",0.146,0.854
"6440",0.068,0.932
"6441",0.21,0.79
"6442",0.09,0.91
"6443",0.32,0.68
"6444",0.034,0.966
"6445",0.06,0.94
"6446",0.648,0.352
"6447",0.024,0.976
"6448",0.754,0.246
"6449",0.222,0.778
"6450",0.02,0.98
"6451",0.046,0.954
"6452",0.016,0.984
"6453",0.03,0.97
"6454",0.022,0.978
"6455",0.004,0.996
"6456",0.152,0.848
"6457",0.158,0.842
"6458",0.758,0.242
"6459",0,1
"6460",0.004,0.996
"6461",0.028,0.972
"6462",0.138,0.862
"6463",0.036,0.964
"6464",0.452,0.548
"6465",0.656,0.344
"6466",0.02,0.98
"6467",0,1
"6468",0.024,0.976
"6469",0.108,0.892
"6470",0.26,0.74
"6471",0.06,0.94
"6472",0.24,0.76
"6473",0.004,0.996
"6474",0.106,0.894
"6475",0.002,0.998
"6476",0.13,0.87
"6477",0.086,0.914
"6478",0.066,0.934
"6479",0.03,0.97
"6480",0.67,0.33
"6481",0.382,0.618
"6482",0.066,0.934
"6483",0.092,0.908
"6484",0.068,0.932
"6485",0.494,0.506
"6486",0.034,0.966
"6487",0.05,0.95
"6488",0.304,0.696
"6489",0.062,0.938
"6490",0.136,0.864
"6491",0.792,0.208
"6492",0.376,0.624
"6493",0.092,0.908
"6494",0.022,0.978
"6495",0.714,0.286
"6496",0.582,0.418
"6497",0.164,0.836
"6498",0.022,0.978
"6499",0.378,0.622
"6500",0,1
"6501",0.002,0.998
"6502",0.666,0.334
"6503",0.102,0.898
"6504",0.38,0.62
"6505",0.096,0.904
"6506",0.57,0.43
"6507",0.024,0.976
"6508",0.026,0.974
"6509",0.012,0.988
"6510",0.012,0.988
"6511",0,1
"6512",0.164,0.836
"6513",0.084,0.916
"6514",0.004,0.996
"6515",0.132,0.868
"6516",0.054,0.946
"6517",0.062,0.938
"6518",0.314,0.686
"6519",0.016,0.984
"6520",0.09,0.91
"6521",0.258,0.742
"6522",0.048,0.952
"6523",0.254,0.746
"6524",0.036,0.964
"6525",0.058,0.942
"6526",0,1
"6527",0.484,0.516
"6528",0.802,0.198
"6529",0.2,0.8
"6530",0.076,0.924
"6531",0.35,0.65
"6532",0.034,0.966
"6533",0.016,0.984
"6534",0,1
"6535",0.098,0.902
"6536",0.054,0.946
"6537",0.004,0.996
"6538",0.31,0.69
"6539",0.068,0.932
"6540",0.052,0.948
"6541",0,1
"6542",0,1
"6543",0.9,0.1
"6544",0.602,0.398
"6545",0.038,0.962
"6546",0.048,0.952
"6547",0.022,0.978
"6548",0.048,0.952
"6549",0.028,0.972
"6550",0.272,0.728
"6551",0.01,0.99
"6552",0.398,0.602
"6553",0.358,0.642
"6554",0.08,0.92
"6555",0.102,0.898
"6556",0.164,0.836
"6557",0.024,0.976
"6558",0.056,0.944
"6559",0.2,0.8
"6560",0.006,0.994
"6561",0.174,0.826
"6562",0.12,0.88
"6563",0.114,0.886
"6564",0.008,0.992
"6565",0.252,0.748
"6566",0.23,0.77
"6567",0.316,0.684
"6568",0.016,0.984
"6569",0.032,0.968
"6570",0.598,0.402
"6571",0.15,0.85
"6572",0.72,0.28
"6573",0.598,0.402
"6574",0.098,0.902
"6575",0.778,0.222
"6576",0.1,0.9
"6577",0.008,0.992
"6578",0.122,0.878
"6579",0.044,0.956
"6580",0,1
"6581",0.1,0.9
"6582",0.054,0.946
"6583",0.06,0.94
"6584",0.068,0.932
"6585",0,1
"6586",0.576,0.424
"6587",0.568,0.432
"6588",0.006,0.994
"6589",0.058,0.942
"6590",0.002,0.998
"6591",0.542,0.458
"6592",0.064,0.936
"6593",0.028,0.972
"6594",0.378,0.622
"6595",0.036,0.964
"6596",0.094,0.906
"6597",0.062,0.938
"6598",0.054,0.946
"6599",0,1
"6600",0.288,0.712
"6601",0.006,0.994
"6602",0.03,0.97
"6603",0.14,0.86
"6604",0.11,0.89
"6605",0.416,0.584
"6606",0.018,0.982
"6607",0.432,0.568
"6608",0.208,0.792
"6609",0.07,0.93
"6610",0.686,0.314
"6611",0.478,0.522
"6612",0,1
"6613",0.008,0.992
"6614",0.076,0.924
"6615",0.004,0.996
"6616",0.05,0.95
"6617",0.004,0.996
"6618",0.28,0.72
"6619",0.252,0.748
"6620",0.484,0.516
"6621",0,1
"6622",0.09,0.91
"6623",0.256,0.744
"6624",0.162,0.838
"6625",0.364,0.636
"6626",0.174,0.826
"6627",0.322,0.678
"6628",0.02,0.98
"6629",0.008,0.992
"6630",0.012,0.988
"6631",0.53,0.47
"6632",0.144,0.856
"6633",0.088,0.912
"6634",0.068,0.932
"6635",0.05,0.95
"6636",0.042,0.958
"6637",0.356,0.644
"6638",0.144,0.856
"6639",0,1
"6640",0.002,0.998
"6641",0,1
"6642",0.052,0.948
"6643",0,1
"6644",0.032,0.968
"6645",0.062,0.938
"6646",0.016,0.984
"6647",0.362,0.638
"6648",0.702,0.298
"6649",0.094,0.906
"6650",0.01,0.99
"6651",0.85,0.15
"6652",0.056,0.944
"6653",0.12,0.88
"6654",0.382,0.618
"6655",0.248,0.752
"6656",0.196,0.804
"6657",0.472,0.528
"6658",0.042,0.958
"6659",0.036,0.964
"6660",0,1
"6661",0.47,0.53
"6662",0.03,0.97
"6663",0.054,0.946
"6664",0.064,0.936
"6665",0.094,0.906
"6666",0.32,0.68
"6667",0.578,0.422
"6668",0.468,0.532
"6669",0.056,0.944
"6670",0.228,0.772
"6671",0.044,0.956
"6672",0.006,0.994
"6673",0.004,0.996
"6674",0.448,0.552
"6675",0.48,0.52
"6676",0.088,0.912
"6677",0.008,0.992
"6678",0.532,0.468
"6679",0.312,0.688
"6680",0.106,0.894
"6681",0.042,0.958
"6682",0.026,0.974
"6683",0.058,0.942
"6684",0.026,0.974
"6685",0.244,0.756
"6686",0.582,0.418
"6687",0.1,0.9
"6688",0.14,0.86
"6689",0.054,0.946
"6690",0.954,0.046
"6691",0.352,0.648
"6692",0.648,0.352
"6693",0.004,0.996
"6694",0.372,0.628
"6695",0.146,0.854
"6696",0.028,0.972
"6697",0.012,0.988
"6698",0.102,0.898
"6699",0.152,0.848
"6700",0.154,0.846
"6701",0.244,0.756
"6702",0.004,0.996
"6703",0.012,0.988
"6704",0.444,0.556
"6705",0.17,0.83
"6706",0.278,0.722
"6707",0.012,0.988
"6708",0.59,0.41
"6709",0.768,0.232
"6710",0.012,0.988
"6711",0.032,0.968
"6712",0.146,0.854
"6713",0.016,0.984
"6714",0,1
"6715",0.012,0.988
"6716",0.4,0.6
"6717",0.012,0.988
"6718",0.618,0.382
"6719",0.016,0.984
"6720",0.042,0.958
"6721",0.678,0.322
"6722",0.926,0.074
"6723",0.01,0.99
"6724",0.078,0.922
"6725",0.064,0.936
"6726",0.288,0.712
"6727",0.004,0.996
"6728",0.418,0.582
"6729",0.196,0.804
"6730",0.03,0.97
"6731",0.62,0.38
"6732",0.002,0.998
"6733",0.036,0.964
"6734",0.508,0.492
"6735",0.094,0.906
"6736",0.01,0.99
"6737",0.784,0.216
"6738",0.124,0.876
"6739",0.062,0.938
"6740",0,1
"6741",0.056,0.944
"6742",0.526,0.474
"6743",0.17,0.83
"6744",0.054,0.946
"6745",0.138,0.862
"6746",0.184,0.816
"6747",0.028,0.972
"6748",0.018,0.982
"6749",0.152,0.848
"6750",0.008,0.992
"6751",0.432,0.568
"6752",0.01,0.99
"6753",0.076,0.924
"6754",0.034,0.966
"6755",0,1
"6756",0.12,0.88
"6757",0.006,0.994
"6758",0.266,0.734
"6759",0.056,0.944
"6760",0.176,0.824
"6761",0.01,0.99
"6762",0.096,0.904
"6763",0.538,0.462
"6764",0.074,0.926
"6765",0.028,0.972
"6766",0.616,0.384
"6767",0.024,0.976
"6768",0.018,0.982
"6769",0.014,0.986
"6770",0.08,0.92
"6771",0.532,0.468
"6772",0.002,0.998
"6773",0.038,0.962
"6774",0.024,0.976
"6775",0.038,0.962
"6776",0.134,0.866
"6777",0.124,0.876
"6778",0.194,0.806
"6779",0.338,0.662
"6780",0.078,0.922
"6781",0.02,0.98
"6782",0.004,0.996
"6783",0,1
"6784",0,1
"6785",0.106,0.894
"6786",0.16,0.84
"6787",0.412,0.588
"6788",0.692,0.308
"6789",0.018,0.982
"6790",0.198,0.802
"6791",0,1
"6792",0.53,0.47
"6793",0.29,0.71
"6794",0.03,0.97
"6795",0.366,0.634
"6796",0.204,0.796
"6797",0.026,0.974
"6798",0.078,0.922
"6799",0,1
"6800",0.758,0.242
"6801",0.008,0.992
"6802",0.05,0.95
"6803",0.014,0.986
"6804",0.062,0.938
"6805",0.052,0.948
"6806",0.104,0.896
"6807",0.888,0.112
"6808",0,1
"6809",0.076,0.924
"6810",0.654,0.346
"6811",0.03,0.97
"6812",0.032,0.968
"6813",0.112,0.888
"6814",0.196,0.804
"6815",0.028,0.972
"6816",0.656,0.344
"6817",0.006,0.994
"6818",0,1
"6819",0.078,0.922
"6820",0.508,0.492
"6821",0.044,0.956
"6822",0.172,0.828
"6823",0.004,0.996
"6824",0.532,0.468
"6825",0.11,0.89
"6826",0.044,0.956
"6827",0.026,0.974
"6828",0.014,0.986
"6829",0.286,0.714
"6830",0.006,0.994
"6831",0.306,0.694
"6832",0.004,0.996
"6833",0.012,0.988
"6834",0.388,0.612
"6835",0.004,0.996
"6836",0.046,0.954
"6837",0.43,0.57
"6838",0.632,0.368
"6839",0.636,0.364
"6840",0.046,0.954
"6841",0.112,0.888
"6842",0.09,0.91
"6843",0.41,0.59
"6844",0.032,0.968
"6845",0,1
"6846",0.004,0.996
"6847",0.142,0.858
"6848",0.01,0.99
"6849",0.774,0.226
"6850",0.002,0.998
"6851",0.34,0.66
"6852",0.764,0.236
"6853",0.254,0.746
"6854",0.096,0.904
"6855",0.022,0.978
"6856",0.002,0.998
"6857",0.132,0.868
"6858",0.338,0.662
"6859",0,1
"6860",0.072,0.928
"6861",0.046,0.954
"6862",0.108,0.892
"6863",0.07,0.93
"6864",0.024,0.976
"6865",0.046,0.954
"6866",0.082,0.918
"6867",0,1
"6868",0.466,0.534
"6869",0.118,0.882
"6870",0.616,0.384
"6871",0.454,0.546
"6872",0.066,0.934
"6873",0.126,0.874
"6874",0.312,0.688
"6875",0,1
"6876",0.014,0.986
"6877",0.08,0.92
"6878",0.022,0.978
"6879",0.058,0.942
"6880",0.06,0.94
"6881",0.174,0.826
"6882",0.012,0.988
"6883",0.114,0.886
"6884",0.146,0.854
"6885",0,1
"6886",0.516,0.484
"6887",0.058,0.942
"6888",0.092,0.908
"6889",0.03,0.97
"6890",0.434,0.566
"6891",0.05,0.95
"6892",0.346,0.654
"6893",0.064,0.936
"6894",0.102,0.898
"6895",0.002,0.998
"6896",0.004,0.996
"6897",0.004,0.996
"6898",0.006,0.994
"6899",0.184,0.816
"6900",0.046,0.954
"6901",0.088,0.912
"6902",0.038,0.962
"6903",0.438,0.562
"6904",0.292,0.708
"6905",0.53,0.47
"6906",0.628,0.372
"6907",0.892,0.108
"6908",0.028,0.972
"6909",0.274,0.726
"6910",0.728,0.272
"6911",0.128,0.872
"6912",0.044,0.956
"6913",0.004,0.996
"6914",0.07,0.93
"6915",0.042,0.958
"6916",0.746,0.254
"6917",0.018,0.982
"6918",0.004,0.996
"6919",0.248,0.752
"6920",0.916,0.084
"6921",0.368,0.632
"6922",0,1
"6923",0.14,0.86
"6924",0.03,0.97
"6925",0.038,0.962
"6926",0.042,0.958
"6927",0.128,0.872
"6928",0.178,0.822
"6929",0.076,0.924
"6930",0.222,0.778
"6931",0.26,0.74
"6932",0.106,0.894
"6933",0.076,0.924
"6934",0.038,0.962
"6935",0.016,0.984
"6936",0.208,0.792
"6937",0.028,0.972
"6938",0.062,0.938
"6939",0.044,0.956
"6940",0.558,0.442
"6941",0.76,0.24
"6942",0,1
"6943",0.624,0.376
"6944",0.006,0.994
"6945",0.29,0.71
"6946",0.184,0.816
"6947",0.05,0.95
"6948",0.596,0.404
"6949",0.004,0.996
"6950",0.154,0.846
"6951",0.168,0.832
"6952",0.044,0.956
"6953",0.168,0.832
"6954",0.106,0.894
"6955",0.052,0.948
"6956",0.396,0.604
"6957",0.542,0.458
"6958",0.008,0.992
"6959",0.018,0.982
"6960",0.25,0.75
"6961",0.17,0.83
"6962",0.044,0.956
"6963",0.048,0.952
"6964",0.018,0.982
"6965",0.056,0.944
"6966",0.036,0.964
"6967",0.07,0.93
"6968",0.012,0.988
"6969",0.228,0.772
"6970",0.136,0.864
"6971",0.062,0.938
"6972",0.09,0.91
"6973",0.018,0.982
"6974",0.2,0.8
"6975",0.084,0.916
"6976",0,1
"6977",0.266,0.734
"6978",0.152,0.848
"6979",0.088,0.912
"6980",0.53,0.47
"6981",0.6,0.4
"6982",0.066,0.934
"6983",0.712,0.288
"6984",0.512,0.488
"6985",0.184,0.816
"6986",0.148,0.852
"6987",0.03,0.97
"6988",0.734,0.266
"6989",0.154,0.846
"6990",0.066,0.934
"6991",0.016,0.984
"6992",0,1
"6993",0.012,0.988
"6994",0.762,0.238
"6995",0.654,0.346
"6996",0.094,0.906
"6997",0.136,0.864
"6998",0.002,0.998
"6999",0.212,0.788
"7000",0,1
"7001",0.038,0.962
"7002",0.216,0.784
"7003",0.152,0.848
"7004",0.41,0.59
"7005",0.284,0.716
"7006",0.036,0.964
"7007",0.572,0.428
"7008",0.214,0.786
"7009",0.056,0.944
"7010",0.448,0.552
"7011",0.21,0.79
"7012",0,1
"7013",0.012,0.988
"7014",0.002,0.998
"7015",0.02,0.98
"7016",0.1,0.9
"7017",0.018,0.982
"7018",0.006,0.994
"7019",0.006,0.994
"7020",0.022,0.978
"7021",0.026,0.974
"7022",0,1
"7023",0.048,0.952
"7024",0.054,0.946
"7025",0.072,0.928
"7026",0.686,0.314
"7027",0.122,0.878
"7028",0.734,0.266
"7029",0,1
"7030",0.128,0.872
"7031",0.026,0.974
"7032",0.534,0.466
"7033",0.556,0.444
"7034",0.43,0.57
"7035",0,1
"7036",0.042,0.958
"7037",0.35,0.65
"7038",0.656,0.344
"7039",0.064,0.936
"7040",0.542,0.458
"7041",0.022,0.978
"7042",0.006,0.994
"7043",0.066,0.934
"7044",0.108,0.892
"7045",0.08,0.92
"7046",0.046,0.954
"7047",0.044,0.956
"7048",0.006,0.994
"7049",0.288,0.712
"7050",0.714,0.286
"7051",0.244,0.756
"7052",0.194,0.806
"7053",0.042,0.958
"7054",0.084,0.916
"7055",0.148,0.852
"7056",0.152,0.848
"7057",0.012,0.988
"7058",0.012,0.988
"7059",0.048,0.952
"7060",0,1
"7061",0.21,0.79
"7062",0.066,0.934
"7063",0.006,0.994
"7064",0.21,0.79
"7065",0.732,0.268
"7066",0.906,0.094
"7067",0,1
"7068",0.046,0.954
"7069",0.05,0.95
"7070",0.112,0.888
"7071",0.018,0.982
"7072",0.092,0.908
"7073",0.1,0.9
"7074",0.018,0.982
"7075",0.028,0.972
"7076",0.062,0.938
"7077",0.118,0.882
"7078",0.374,0.626
"7079",0.372,0.628
"7080",0.016,0.984
"7081",0.034,0.966
"7082",0.312,0.688
"7083",0.122,0.878
"7084",0.096,0.904
"7085",0.258,0.742
"7086",0.402,0.598
"7087",0.038,0.962
"7088",0.678,0.322
"7089",0.186,0.814
"7090",0.786,0.214
"7091",0,1
"7092",0.008,0.992
"7093",0.022,0.978
"7094",0,1
"7095",0.02,0.98
"7096",0.004,0.996
"7097",0.834,0.166
"7098",0.012,0.988
"7099",0.034,0.966
"7100",0,1
"7101",0,1
"7102",0.574,0.426
"7103",0.024,0.976
"7104",0.002,0.998
"7105",0.184,0.816
"7106",0.09,0.91
"7107",0.068,0.932
"7108",0.306,0.694
"7109",0.004,0.996
"7110",0.754,0.246
"7111",0.466,0.534
"7112",0.002,0.998
"7113",0.108,0.892
"7114",0.018,0.982
"7115",0,1
"7116",0.686,0.314
"7117",0.01,0.99
"7118",0,1
"7119",0.298,0.702
"7120",0.434,0.566
"7121",0.086,0.914
"7122",0.024,0.976
"7123",0.584,0.416
"7124",0.042,0.958
"7125",0.048,0.952
"7126",0.088,0.912
"7127",0,1
"7128",0.062,0.938
"7129",0.084,0.916
"7130",0.008,0.992
"7131",0.044,0.956
"7132",0.306,0.694
"7133",0.196,0.804
"7134",0.102,0.898
"7135",0.002,0.998
"7136",0.114,0.886
"7137",0.554,0.446
"7138",0.08,0.92
"7139",0.056,0.944
"7140",0.034,0.966
"7141",0.616,0.384
"7142",0.674,0.326
"7143",0,1
"7144",0,1
"7145",0.116,0.884
"7146",0.066,0.934
"7147",0.576,0.424
"7148",0,1
"7149",0.012,0.988
"7150",0.04,0.96
"7151",0.6,0.4
"7152",0.514,0.486
"7153",0.032,0.968
"7154",0.116,0.884
"7155",0.052,0.948
"7156",0.03,0.97
"7157",0.058,0.942
"7158",0,1
"7159",0.074,0.926
"7160",0.27,0.73
"7161",0.764,0.236
"7162",0.084,0.916
"7163",0.004,0.996
"7164",0.02,0.98
"7165",0.002,0.998
"7166",0,1
"7167",0.04,0.96
"7168",0.016,0.984
"7169",0.146,0.854
"7170",0.088,0.912
"7171",0.41,0.59
"7172",0.494,0.506
"7173",0,1
"7174",0.65,0.35
"7175",0.218,0.782
"7176",0.006,0.994
"7177",0.006,0.994
"7178",0.06,0.94
"7179",0.128,0.872
"7180",0.054,0.946
"7181",0.552,0.448
"7182",0.054,0.946
"7183",0.008,0.992
"7184",0.558,0.442
"7185",0.038,0.962
"7186",0.1,0.9
"7187",0.088,0.912
"7188",0.006,0.994
"7189",0.372,0.628
"7190",0.074,0.926
"7191",0.756,0.244
"7192",0.392,0.608
"7193",0.528,0.472
"7194",0.796,0.204
"7195",0.022,0.978
"7196",0,1
"7197",0.588,0.412
"7198",0.508,0.492
"7199",0.082,0.918
"7200",0.308,0.692
"7201",0.216,0.784
"7202",0.008,0.992
"7203",0.02,0.98
"7204",0,1
"7205",0.078,0.922
"7206",0.26,0.74
"7207",0.096,0.904
"7208",0.102,0.898
"7209",0.22,0.78
"7210",0,1
"7211",0.226,0.774
"7212",0,1
"7213",0.184,0.816
"7214",0.664,0.336
"7215",0.044,0.956
"7216",0,1
"7217",0.474,0.526
"7218",0.546,0.454
"7219",0.006,0.994
"7220",0.006,0.994
"7221",0.07,0.93
"7222",0.016,0.984
"7223",0.008,0.992
"7224",0.234,0.766
"7225",0.024,0.976
"7226",0.06,0.94
"7227",0.012,0.988
"7228",0.618,0.382
"7229",0.214,0.786
"7230",0.464,0.536
"7231",0.128,0.872
"7232",0.09,0.91
"7233",0.056,0.944
"7234",0.016,0.984
"7235",0.042,0.958
"7236",0.12,0.88
"7237",0.088,0.912
"7238",0.072,0.928
"7239",0.622,0.378
"7240",0.422,0.578
"7241",0.072,0.928
"7242",0,1
"7243",0.708,0.292
"7244",0.008,0.992
"7245",0.016,0.984
"7246",0.41,0.59
"7247",0.134,0.866
"7248",0.198,0.802
"7249",0.04,0.96
"7250",0.302,0.698
"7251",0.272,0.728
"7252",0.024,0.976
"7253",0.248,0.752
"7254",0,1
"7255",0.244,0.756
"7256",0.178,0.822
"7257",0.072,0.928
"7258",0.716,0.284
"7259",0.172,0.828
"7260",0.006,0.994
"7261",0.088,0.912
"7262",0.39,0.61
"7263",0.496,0.504
"7264",0.144,0.856
"7265",0.048,0.952
"7266",0.042,0.958
"7267",0.82,0.18
"7268",0.128,0.872
"7269",0.496,0.504
"7270",0.078,0.922
"7271",0.064,0.936
"7272",0,1
"7273",0.006,0.994
"7274",0.002,0.998
"7275",0.048,0.952
"7276",0.05,0.95
"7277",0.286,0.714
"7278",0.046,0.954
"7279",0.12,0.88
"7280",0.296,0.704
"7281",0.57,0.43
"7282",0.04,0.96
"7283",0.012,0.988
"7284",0.002,0.998
"7285",0,1
"7286",0.542,0.458
"7287",0.032,0.968
"7288",0.058,0.942
"7289",0.066,0.934
"7290",0.37,0.63
"7291",0.098,0.902
"7292",0.352,0.648
"7293",0.044,0.956
"7294",0.006,0.994
"7295",0.53,0.47
"7296",0.652,0.348
"7297",0.718,0.282
"7298",0.004,0.996
"7299",0.07,0.93
"7300",0.648,0.352
"7301",0.014,0.986
"7302",0.648,0.352
"7303",0,1
"7304",0.166,0.834
"7305",0.066,0.934
"7306",0.104,0.896
"7307",0.132,0.868
"7308",0.674,0.326
"7309",0.128,0.872
"7310",0,1
"7311",0.358,0.642
"7312",0.602,0.398
"7313",0.698,0.302
"7314",0.524,0.476
"7315",0.046,0.954
"7316",0.054,0.946
"7317",0.018,0.982
"7318",0.036,0.964
"7319",0.034,0.966
"7320",0.034,0.966
"7321",0.008,0.992
"7322",0.378,0.622
"7323",0.104,0.896
"7324",0.038,0.962
"7325",0.334,0.666
"7326",0.392,0.608
"7327",0.046,0.954
"7328",0.006,0.994
"7329",0.036,0.964
"7330",0.098,0.902
"7331",0.052,0.948
"7332",0.056,0.944
"7333",0.424,0.576
"7334",0.334,0.666
"7335",0.038,0.962
"7336",0,1
"7337",0.062,0.938
"7338",0.128,0.872
"7339",0.016,0.984
"7340",0.08,0.92
"7341",0.116,0.884
"7342",0.138,0.862
"7343",0.618,0.382
"7344",0.122,0.878
"7345",0.69,0.31
"7346",0.06,0.94
"7347",0.394,0.606
"7348",0.018,0.982
"7349",0.046,0.954
"7350",0.03,0.97
"7351",0.264,0.736
"7352",0.096,0.904
"7353",0.47,0.53
"7354",0.728,0.272
"7355",0.068,0.932
"7356",0.428,0.572
"7357",0.702,0.298
"7358",0.06,0.94
"7359",0.14,0.86
"7360",0.046,0.954
"7361",0.08,0.92
"7362",0.05,0.95
"7363",0.068,0.932
"7364",0.44,0.56
"7365",0.156,0.844
"7366",0.152,0.848
"7367",0.312,0.688
"7368",0.238,0.762
"7369",0.05,0.95
"7370",0.128,0.872
"7371",0.72,0.28
"7372",0.066,0.934
"7373",0.016,0.984
"7374",0.036,0.964
"7375",0.362,0.638
"7376",0.112,0.888
"7377",0.084,0.916
"7378",0.04,0.96
"7379",0.174,0.826
"7380",0.002,0.998
"7381",0.454,0.546
"7382",0.162,0.838
"7383",0.06,0.94
"7384",0.094,0.906
"7385",0.072,0.928
"7386",0.418,0.582
"7387",0,1
"7388",0,1
"7389",0.012,0.988
"7390",0,1
"7391",0,1
"7392",0.002,0.998
"7393",0.144,0.856
"7394",0.004,0.996
"7395",0.136,0.864
"7396",0.014,0.986
"7397",0.372,0.628
"7398",0.222,0.778
"7399",0.266,0.734
"7400",0.008,0.992
"7401",0.16,0.84
"7402",0.114,0.886
"7403",0.054,0.946
"7404",0.08,0.92
"7405",0.24,0.76
"7406",0.046,0.954
"7407",0.188,0.812
"7408",0.042,0.958
"7409",0.778,0.222
"7410",0.072,0.928
"7411",0.034,0.966
"7412",0.07,0.93
"7413",0.1,0.9
"7414",0.05,0.95
"7415",0.078,0.922
"7416",0.4,0.6
"7417",0.85,0.15
"7418",0,1
